ts,username,platform,ms_played,conn_country,track,artist,master_metadata_album_album_name,spotify_track_uri,shuffle,skipped,offline,offline_timestamp,incognito_mode,year,genre,danceability,energy,valence,tempo,acousticness
2014-04-21 09:38:25+00:00,1129466889,"iOS 7.1 (iPhone6,2)",7058,DE,we own it (fast & furious),2 chainz,B.O.A.T.S. II #METIME,spotify:track:23WHTR4EN7QUx1oqa2z0zh,False,True,False,0.0,False,2014,southern hip hop,,,,,
2014-04-21 09:38:27+00:00,1129466889,"iOS 7.1 (iPhone6,2)",2182,DE,let's go (feat. twista & lil' jon),trick daddy,Thug Matrimony: Married to the Streets,spotify:track:1fLibtVj3MrNTwRZq5yUOs,False,True,False,0.0,False,2014,southern hip hop,,,,,
2014-04-21 09:38:34+00:00,1129466889,"iOS 7.1 (iPhone6,2)",7383,DE,moment of clarity,jay-z,The Black Album,spotify:track:6bUlshRLW7M36cAXRhWUzV,False,True,False,0.0,False,2014,hip hop,,,,,
2014-04-21 09:38:43+00:00,1129466889,"iOS 7.1 (iPhone6,2)",10077,DE,dirt off your shoulder / lying from you,jay-z,Collision Course,spotify:track:7dvd3b2oz7AFgXrPBIIYxR,False,True,False,0.0,False,2014,hip hop,,,,,
2014-04-21 09:38:44+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1578,DE,points of authority / 99 problems / one step closer,jay-z,Collision Course,spotify:track:65eohvrL4ttjA7EfFkQOhX,False,True,False,0.0,False,2014,hip hop,,,,,
2014-04-21 09:38:47+00:00,1129466889,"iOS 7.1 (iPhone6,2)",2784,DE,points of authority / 99 problems / one step closer,jay-z,Collision Course,spotify:track:65eohvrL4ttjA7EfFkQOhX,False,True,False,0.0,False,2014,hip hop,,,,,
2014-04-21 09:38:49+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1857,DE,rollin' (air raid vehicle),limp bizkit,Cool - Rock,spotify:track:2NtHnycqrON34GGxETv0C9,False,True,False,0.0,False,2014,nu metal,,,,,
2014-04-21 09:39:53+00:00,1129466889,"iOS 7.1 (iPhone6,2)",4967,DE,oh jonny,jan delay,Wir Kinder vom Bahnhof Soul,spotify:track:1IivtUqnUfW9jH3pM08D8U,False,True,False,0.0,False,2014,german pop,,,,,
2014-04-21 09:40:10+00:00,1129466889,"iOS 7.1 (iPhone6,2)",9565,DE,smooth criminal,alien ant farm,The Ultimate Workout Collection: Blood Sweat And Tears,spotify:track:6wrdOEEUufGoGshPplymxS,False,True,False,0.0,False,2014,nu metal,0.653,0.964,0.87,126.928,0.00316
2014-04-21 09:40:10+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1578,DE,solala,blumentopf,Wir,spotify:track:4NjEKuj6iXayWl7S3FmjY7,False,True,False,0.0,False,2014,german hip hop,,,,,
2014-04-21 09:40:11+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1207,DE,emanuela,fettes brot,Am Wasser gebaut,spotify:track:3yZySGI7T6Zt5nAd385noE,False,True,False,0.0,False,2014,german pop,,,,,
2014-04-21 09:40:17+00:00,1129466889,"iOS 7.1 (iPhone6,2)",5153,DE,emanuela,fettes brot,Am Wasser gebaut,spotify:track:3yZySGI7T6Zt5nAd385noE,False,True,False,0.0,False,2014,german pop,,,,,
2014-04-21 09:40:24+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1996,DE,fürstenfeld,s.t.s,STS-Best Of,spotify:track:6D1AH3MWonMjlaenx7TJ2s,False,True,False,0.0,False,2014,schlager,,,,,
2014-04-21 09:40:26+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1393,DE,the kids aren't alright,the offspring,Americana,spotify:track:4sQJXbtxwoKHG7PwMRJ0Ig,False,True,False,0.0,False,2014,punk,,,,,
2014-04-21 09:40:26+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1811,DE,i'm shipping up to boston,dropkick murphys,The Warrior's Code,spotify:track:2kf767S4oj5KKVLZKEG4gw,False,True,False,0.0,False,2014,celtic rock,,,,,
2014-04-21 09:40:28+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1904,DE,smells like teen spirit,nirvana,Nirvana,spotify:track:4hy4fb5D1KL50b3sng9cjw,False,True,False,0.0,False,2014,grunge,0.502,0.912,0.72,116.761,2.55e-05
2014-04-21 09:40:35+00:00,1129466889,"iOS 7.1 (iPhone6,2)",6733,DE,the kids aren't alright,the offspring,Americana,spotify:track:4sQJXbtxwoKHG7PwMRJ0Ig,False,True,False,0.0,False,2014,punk,,,,,
2014-04-21 09:40:36+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1718,DE,smells like teen spirit,nirvana,Nirvana,spotify:track:4hy4fb5D1KL50b3sng9cjw,False,True,False,0.0,False,2014,grunge,0.502,0.912,0.72,116.761,2.55e-05
2014-04-21 09:40:38+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,seven nation army,the white stripes,Elephant,spotify:track:3m6KkYKdnbffMpGd9Pm9FP,False,True,False,0.0,False,2014,garage rock,0.737,0.463,0.324,123.881,0.00817
2014-04-21 09:40:38+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,joker and the thief,wolfmother,Wolfmother,spotify:track:4juq76lIar8YWOLpYMXUAG,False,True,False,0.0,False,2014,stoner rock,0.264,0.78,0.456,155.376,0.0452
2014-04-21 09:40:39+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,fat lip,sum 41,American Pie 2,spotify:track:2WaKHpsp4RGAfgxbgwu2Zm,False,True,False,0.0,False,2014,pop punk,0.402,0.914,0.626,196.505,0.000579
2014-04-21 09:40:40+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,kids,mgmt,Oracular Spectacular,spotify:track:1jJci4qxiYcOHhQR247rEU,False,True,False,0.0,False,2014,indie,0.451,0.931,0.172,122.961,0.00076
2014-04-21 09:40:41+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,time to pretend,mgmt,Oracular Spectacular,spotify:track:4iG2gAwKXsOcijVaVXzRPW,False,True,False,0.0,False,2014,indie,,,,,
2014-04-21 09:40:45+00:00,1129466889,"iOS 7.1 (iPhone6,2)",4360,DE,banquet,bloc party,Silent Alarm,spotify:track:6U5hUX40OWY6l0HaPUWElZ,False,True,False,0.0,False,2014,indie rock,,,,,
2014-04-21 09:40:46+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1718,DE,kryptonite,3 doors down,The Better Life - Deluxe Edition,spotify:track:3bbUkaQYGQHkx1TJi7gPSL,False,True,False,0.0,False,2014,post-grunge,0.545,0.865,0.543,99.01,0.00664
2014-04-21 09:40:51+00:00,1129466889,"iOS 7.1 (iPhone6,2)",4922,DE,maria (i like it loud) - radio edit,scooter,Five Essentials,spotify:track:7tPASlPpOKczP1J8Iti9Ev,False,True,False,0.0,False,2014,happy hardcore,,,,,
2014-04-21 09:40:54+00:00,1129466889,"iOS 7.1 (iPhone6,2)",2925,DE,bad girlfriend,theory of a deadman,Scars & Souvenirs,spotify:track:5ynWvN3bQymHVThxutO4hG,False,True,False,0.0,False,2014,post-grunge,0.504,0.957,0.676,135.013,0.00298
2014-04-21 09:40:55+00:00,1129466889,"iOS 7.1 (iPhone6,2)",2182,DE,self esteem,the offspring,Smash,spotify:track:6qpN7PrkVsP3N3xO7WlCaw,False,True,False,0.0,False,2014,punk,,,,,
2014-04-21 09:40:57+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1671,DE,pretty fly (for a white guy),the offspring,Americana,spotify:track:15HadeuRG9THazDGzLH8ZU,False,True,False,0.0,False,2014,punk,0.723,0.895,0.963,143.373,0.088
2014-04-21 09:41:02+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1811,DE,hotel california - 2013 remaster,eagles,The Complete Greatest Hits,spotify:track:1ZA8L9IOkRhmmz4nPXXx7h,False,True,False,0.0,False,2014,classic rock,,,,,
2014-04-21 09:41:04+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,galvanize,the chemical brothers,Push The Button,spotify:track:4bz7uB4edifWKJXSDxwHcs,False,True,False,0.0,False,2014,big beat,,,,,
2014-04-21 09:41:05+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1160,DE,remmidemmi (yippie yippie yeah),deichkind,Aufstand im Schlaraffenland,spotify:track:68Mdk0k2n8dNrjM3WYEW0d,False,True,False,0.0,False,2014,german pop,,,,,
2014-04-21 09:41:06+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,berzerk,eminem,The Marshall Mathers LP2,spotify:track:06aw4JI5nYa8XBeBKVrltZ,False,True,False,0.0,False,2014,rap,,,,,
2014-04-21 09:41:09+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,without me,eminem,Curtain Call,spotify:track:5pBvNeOAJ54zgd5lEOmM3b,False,True,False,0.0,False,2014,rap,0.908,0.669,0.662,112.238,0.00286
2014-04-21 09:41:10+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1021,DE,buddy holly,weezer,Teenage dirtbag,spotify:track:3td7iR9YJoM0EnnlmKMRwu,False,True,False,0.0,False,2014,alternative rock,,,,,
2014-04-21 09:41:11+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,ni**as in paris,jay-z,Watch The Throne,spotify:track:4Li2WHPkuyCdtmokzW2007,False,True,False,0.0,False,2014,hip hop,,,,,
2014-04-21 09:41:11+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,hört ihr die signale,deichkind,Arbeit nervt,spotify:track:6pKbWyivO0dEK1BTdYMjtj,False,True,False,0.0,False,2014,german pop,,,,,
2014-04-21 09:41:20+00:00,1129466889,"iOS 7.1 (iPhone6,2)",4663,DE,windowlicker,aphex twin,Windowlicker,spotify:track:60Pe9j2pCBa4Zp4ztf5nhd,False,True,False,0.0,False,2014,idm,,,,,
2014-04-21 09:41:36+00:00,1129466889,"iOS 7.1 (iPhone6,2)",3156,DE,eure mädchen,kraftklub,Mit K,spotify:track:70VyfyHG2QlfvfK8ItBY0m,False,True,False,0.0,False,2014,german pop,,,,,
2014-04-21 09:41:38+00:00,1129466889,"iOS 7.1 (iPhone6,2)",2368,DE,in da club,50 cent,Get Rich Or Die Tryin',spotify:track:09OO7Q2aOnwUA1as7cgiaP,False,True,False,0.0,False,2014,east coast hip hop,0.902,0.72,0.805,90.059,0.26
2014-04-21 09:41:40+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1160,DE,toxic,britney spears,Greatest Hits: My Prerogative,spotify:track:717TY4sfgKQm4kFbYQIzgo,False,True,False,0.0,False,2014,pop,0.774,0.838,0.924,143.04,0.0249
2014-04-21 09:41:41+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,bla bla bla,gigi d'agostino,L'amour Toujours -Chansons For The Heart / Beats For The Feet,spotify:track:4JGhD0HgWtdbSmrQpCJBlk,False,True,False,0.0,False,2014,eurodance,,,,,
2014-04-21 09:41:43+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,waterpumpee 2004 - english version,seeed,Music Monks,spotify:track:4bJIM2tHXmAsiypme5ccvZ,False,True,False,0.0,False,2014,german pop,,,,,
2014-04-21 09:41:51+00:00,1129466889,"iOS 7.1 (iPhone6,2)",8126,DE,release,seeed,Music Monks,spotify:track:3m5DUc7VkQzzs0ndUy9sUZ,False,True,False,0.0,False,2014,german pop,,,,,
2014-04-21 09:41:52+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1486,DE,wonderwall,oasis,Stop The Clocks,spotify:track:2Zefc69xOrQ4ceVYdjnneM,False,True,False,0.0,False,2014,britpop,0.372,0.865,0.478,174.53,0.000453
2014-04-21 09:41:53+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,psychobilly freakout,the reverend horton heat,Smoke 'em if You Got 'em,spotify:track:1e9P6VL2DytQPWnc5bu3ra,False,True,False,0.0,False,2014,psychobilly,,,,,
2014-04-21 09:41:54+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1532,DE,mit freundlichen grüßen,die fantastischen vier,4:99 - Jubiläums-Edition,spotify:track:4BwQLePZSn9X2HoTwNpoLg,False,True,False,0.0,False,2014,german pop,,,,,
2014-04-21 09:41:56+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1393,DE,empire state of mind [jay-z + alicia keys],jay-z,The Blueprint 3,spotify:track:69yVxyuRahEzs2taFMVVoO,False,True,False,0.0,False,2014,hip hop,,,,,
2014-04-21 09:41:57+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,heart-shaped box,nirvana,Nirvana,spotify:track:6EvgWSbWmQelxrQBmhEdXh,False,True,False,0.0,False,2014,grunge,,,,,
2014-04-21 09:41:58+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,song 2,blur,Blur: The Best Of,spotify:track:3GfOAdcoc3X5GPiiXmpBjK,False,True,False,0.0,False,2014,britpop,,,,,
2014-04-21 09:41:58+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,sex on fire,kings of leon,Only By The Night,spotify:track:0ntQJM78wzOLVeCUAW7Y45,False,True,False,0.0,False,2014,modern rock,0.542,0.905,0.374,153.398,0.00172
2014-04-21 09:42:05+00:00,1129466889,"iOS 7.1 (iPhone6,2)",6130,DE,song 2,blur,Blur: The Best Of,spotify:track:3GfOAdcoc3X5GPiiXmpBjK,False,True,False,0.0,False,2014,britpop,,,,,
2014-04-21 09:42:06+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,use somebody,kings of leon,Only By The Night,spotify:track:5VGlqQANWDKJFl0MBG3sg2,False,True,False,0.0,False,2014,modern rock,0.276,0.715,0.173,137.028,0.00552
2014-04-21 09:42:06+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1532,DE,sex on fire,kings of leon,Only By The Night,spotify:track:0ntQJM78wzOLVeCUAW7Y45,False,True,False,0.0,False,2014,modern rock,0.542,0.905,0.374,153.398,0.00172
2014-04-21 09:42:07+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,sweet home alabama,lynyrd skynyrd,Lynyrd Skynyrd - Rock Legends,spotify:track:4X1LS2LEYxKdlvHq5oZesi,False,True,False,0.0,False,2014,southern rock,0.596,0.605,0.886,97.798,0.181
2014-04-21 09:42:08+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,griechischer wein,udo jürgens,Zeig mir den Platz an der Sonne,spotify:track:452WSSzuklpg0w4RKTlkvn,False,True,False,0.0,False,2014,schlager,0.406,0.408,0.58,148.081,0.743
2014-04-21 09:42:09+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,lonely boy,the black keys,Lonely Boy,spotify:track:3dOAXUx7I1qnzWzxdnsyB8,False,True,False,0.0,False,2014,blues rock,,,,,
2014-04-21 09:42:09+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,rollin' (air raid vehicle),limp bizkit,Cool - Rock,spotify:track:2NtHnycqrON34GGxETv0C9,False,True,False,0.0,False,2014,nu metal,,,,,
2014-04-21 09:42:10+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,every time i look for you,blink-182,American Pie 2,spotify:track:454rgkCAVlxitK2iafvl27,False,True,False,0.0,False,2014,pop punk,,,,,
2014-04-21 09:42:11+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,electric feel,mgmt,Oracular Spectacular,spotify:track:3FtYbEfBqAlGO46NUDQSAt,False,True,False,0.0,False,2014,indie,,,,,
2014-04-21 09:42:12+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,"right here, right now",fatboy slim,You've Come a Long Way Baby (10th Anniversary Edition),spotify:track:5kL3fvZKJ5Ua5pSqg2dkZv,False,True,False,0.0,False,2014,big beat,,,,,
2014-04-21 09:42:12+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,hate to say i told you so,the hives,Your New Favourite Band,spotify:track:5MjxA0iKBexRxwVfDDrdnt,False,True,False,0.0,False,2014,garage rock,0.451,0.929,0.378,135.767,0.00109
2014-04-21 09:42:28+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,paranoid,black sabbath,Paranoid,spotify:track:5ERnPWGQc5QK7M7HW3rjC6,False,True,False,0.0,False,2014,metal,0.415,0.658,0.45,163.015,4.52e-05
2014-04-21 09:42:30+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1160,DE,one more time,daft punk,Discovery,spotify:track:0DiWol3AO6WpXZgp0goxAV,False,True,False,0.0,False,2014,french house,0.611,0.697,0.476,122.752,0.0193
2014-04-21 09:42:36+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,last resort,papa roach,To Be Loved: The Best Of Papa Roach,spotify:track:4V05j7HDUU2bZQwDOeIySh,False,True,False,0.0,False,2014,nu metal,0.589,0.89,0.692,90.598,0.000481
2014-04-21 09:42:36+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1532,DE,bring me to life,evanescence,Fallen,spotify:track:4CDoeHIz44HzXq3j6LkZq6,False,True,False,0.0,False,2014,alternative metal,,,,,
2014-04-21 09:42:42+00:00,1129466889,"iOS 7.1 (iPhone6,2)",5665,DE,bring me to life,evanescence,Fallen,spotify:track:4CDoeHIz44HzXq3j6LkZq6,False,True,False,0.0,False,2014,alternative metal,,,,,
2014-04-21 09:42:44+00:00,1129466889,"iOS 7.1 (iPhone6,2)",2043,DE,last resort,papa roach,To Be Loved: The Best Of Papa Roach,spotify:track:4V05j7HDUU2bZQwDOeIySh,False,True,False,0.0,False,2014,nu metal,0.589,0.89,0.692,90.598,0.000481
2014-04-21 09:42:45+00:00,1129466889,"iOS 7.1 (iPhone6,2)",0,DE,voodoo people (pendulum mix),the prodigy,Their Law the Singles 1990 - 2005,spotify:track:4IwnNqIML38mYMXGKVsScD,False,True,False,0.0,False,2014,big beat,,,,,
2014-04-21 09:42:49+00:00,1129466889,"iOS 7.1 (iPhone6,2)",4365,DE,dirty world,dope,No Regrets,spotify:track:7rDUgKnxwDlyWyPXGhQHrP,False,True,False,0.0,False,2014,industrial metal,,,,,
2014-04-21 09:42:56+00:00,1129466889,"iOS 7.1 (iPhone6,2)",2507,DE,fell in love with a girl,the white stripes,White Blood Cells,spotify:track:5MSKj7wpVQqSYsnEz1SaTr,False,True,False,0.0,False,2014,garage rock,,,,,
2014-04-21 09:42:59+00:00,1129466889,"iOS 7.1 (iPhone6,2)",2600,DE,party up,dmx,The Best Of DMX,spotify:track:1WG3uNOzTWKRwCAfDAlUAW,False,True,False,0.0,False,2014,east coast hip hop,,,,,
2014-04-21 09:43:03+00:00,1129466889,"iOS 7.1 (iPhone6,2)",5061,DE,schwule mädchen,fettes brot,Demotape,spotify:track:1ukS5fjqTe7TAEMQ5uBUWC,False,True,False,0.0,False,2014,german pop,,,,,
2014-04-21 09:43:04+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1996,DE,the boys are back,dropkick murphys,Signed and Sealed In Blood,spotify:track:5u3NHIqPv0cVL1Yhu5SQBP,False,True,False,0.0,False,2014,celtic rock,,,,,
2014-04-21 09:43:07+00:00,1129466889,"iOS 7.1 (iPhone6,2)",2229,DE,i hate everything about you,three days grace,Three Days Grace,spotify:track:6rUp7v3l8yC4TKxAAR5Bmx,False,True,False,0.0,False,2014,post-grunge,,,,,
2014-04-21 09:43:11+00:00,1129466889,"iOS 7.1 (iPhone6,2)",5199,DE,the boys are back,dropkick murphys,Signed and Sealed In Blood,spotify:track:5u3NHIqPv0cVL1Yhu5SQBP,False,True,False,0.0,False,2014,celtic rock,,,,,
2014-04-21 09:43:17+00:00,1129466889,"iOS 7.1 (iPhone6,2)",6383,DE,i hate everything about you,three days grace,Three Days Grace,spotify:track:6rUp7v3l8yC4TKxAAR5Bmx,False,True,False,0.0,False,2014,post-grunge,,,,,
2014-04-21 09:43:18+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1996,DE,k.b.a.g.,jennifer rostock,Schlaflos,spotify:track:596xfnfFrRTQJZ3D8VhvCA,False,True,False,0.0,False,2014,german pop,,,,,
2014-04-21 09:43:20+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1253,DE,party like tomorrow is the end of the world,steel panther,Party Like Tomorrow Is the End of the World,spotify:track:05h5J45Bz2JwCXc0RW8tTF,False,True,False,0.0,False,2014,glam metal,,,,,
2014-04-21 09:43:21+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1114,DE,helicopter,bloc party,Silent Alarm,spotify:track:72aCha2Meq7txnk451hz7k,False,True,False,0.0,False,2014,indie rock,,,,,
2014-04-21 09:43:24+00:00,1129466889,"iOS 7.1 (iPhone6,2)",2876,DE,party like tomorrow is the end of the world,steel panther,Party Like Tomorrow Is the End of the World,spotify:track:05h5J45Bz2JwCXc0RW8tTF,False,True,False,0.0,False,2014,glam metal,,,,,
2014-04-21 09:43:25+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1439,DE,helicopter,bloc party,Silent Alarm,spotify:track:72aCha2Meq7txnk451hz7k,False,True,False,0.0,False,2014,indie rock,,,,,
2014-04-21 09:43:26+00:00,1129466889,"iOS 7.1 (iPhone6,2)",1207,DE,in the shadows - radio edit,the rasmus,Dead Letters,spotify:track:5SEPHn2kcrgsi1ilpPS9s3,False,True,False,0.0,False,2014,finnish rock,,,,,
2014-04-21 09:43:31+00:00,1129466889,"iOS 7.1 (iPhone6,2)",3759,DE,mundian to bach ke,panjabi mc,The Album,spotify:track:1oHB65eI7UVmjuXyjNdwdJ,False,True,False,0.0,False,2014,bhangra,,,,,
2014-04-21 09:43:37+00:00,1129466889,"iOS 7.1 (iPhone6,2)",4016,DE,all the small things,blink-182,Enema Of The State,spotify:track:12qZHAeOyTf93YAWvGDTat,False,True,False,0.0,False,2014,pop punk,0.434,0.897,0.684,148.726,0.0103
2014-04-21 09:43:37+00:00,1129466889,"iOS 7.1 (iPhone6,2)",4016,DE,all the small things,blink-182,Enema Of The State,spotify:track:12qZHAeOyTf93YAWvGDTat,False,True,False,0.0,False,2014,pop punk,0.434,0.897,0.684,148.726,0.0103
2014-04-21 11:26:10+00:00,1129466889,"iOS 7.1 (iPhone6,2)",205280,DE,numb / encore,jay-z,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,spotify:track:5sNESr6pQfIhL3krM8CtZn,False,False,False,0.0,False,2014,hip hop,,,,,
2014-04-21 11:29:31+00:00,1129466889,"iOS 7.1 (iPhone6,2)",200480,DE,last resort,papa roach,To Be Loved: The Best Of Papa Roach,spotify:track:4V05j7HDUU2bZQwDOeIySh,False,False,False,0.0,False,2014,nu metal,0.589,0.89,0.692,90.598,0.000481
2014-04-21 11:35:32+00:00,1129466889,"iOS 7.1 (iPhone6,2)",181250,DE,...to be loved,papa roach,To Be Loved: The Best Of Papa Roach,spotify:track:50kypkfAkqg0d2YXQwe7mt,False,False,False,0.0,False,2014,nu metal,,,,,
2014-04-21 11:38:39+00:00,1129466889,"iOS 7.1 (iPhone6,2)",186813,DE,hero,skillet,Awake,spotify:track:0sdeLSxygcjyMyWPhZBdFs,False,False,False,0.0,False,2014,christian rock,,,,,
2014-04-21 11:41:36+00:00,1129466889,"iOS 7.1 (iPhone6,2)",175506,DE,from the inside,linkin park,Meteora,spotify:track:60IkVf7UfQXmt5CwkpcX8a,False,False,False,0.0,False,2014,nu metal,,,,,
2014-04-21 20:20:51+00:00,1129466889,"iOS 7.1 (iPhone6,2)",12956,DE,under the knife,rise against,The Sufferer & The Witness,spotify:track:7l5z73k101hoX8oxfJR9Ha,False,True,False,0.0,False,2014,punk,,,,,
2014-04-21 20:29:23+00:00,1129466889,"iOS 7.1 (iPhone6,2)",209266,DE,smooth criminal,alien ant farm,The Ultimate Workout Collection: Blood Sweat And Tears,spotify:track:6wrdOEEUufGoGshPplymxS,False,False,False,0.0,False,2014,nu metal,0.653,0.964,0.87,126.928,0.00316
2014-04-21 20:32:09+00:00,1129466889,"iOS 7.1 (iPhone6,2)",165173,DE,under the knife,rise against,The Sufferer & The Witness,spotify:track:7l5z73k101hoX8oxfJR9Ha,True,False,False,0.0,False,2014,punk,,,,,
2014-04-21 20:35:50+00:00,1129466889,"iOS 7.1 (iPhone6,2)",209493,DE,awake and alive,skillet,Awake,spotify:track:0KCr0VngtbPhpbngIIfiLW,True,False,False,0.0,False,2014,christian rock,,,,,
2014-04-21 20:46:41+00:00,1129466889,"iOS 7.1 (iPhone6,2)",179600,DE,the kids aren't alright,the offspring,Americana,spotify:track:4sQJXbtxwoKHG7PwMRJ0Ig,True,False,False,0.0,False,2014,punk,,,,,
2014-04-22 10:48:28+00:00,1129466889,"iOS 7.1 (iPhone6,2)",264066,DE,moment of clarity,jay-z,The Black Album,spotify:track:6bUlshRLW7M36cAXRhWUzV,False,False,False,0.0,False,2014,hip hop,,,,,
2014-04-22 10:51:36+00:00,1129466889,"iOS 7.1 (iPhone6,2)",186813,DE,hero,skillet,Awake,spotify:track:0sdeLSxygcjyMyWPhZBdFs,True,False,False,0.0,False,2014,christian rock,,,,,
2014-04-22 10:54:36+00:00,1129466889,"iOS 7.1 (iPhone6,2)",179853,DE,cobrastyle,teddybears,Fresh,spotify:track:45sdD9GjryujVOcRJ4YQRQ,True,False,False,0.0,False,2014,electronic rock,,,,,
2014-04-22 10:58:06+00:00,1129466889,"iOS 7.1 (iPhone6,2)",209266,DE,smooth criminal,alien ant farm,The Ultimate Workout Collection: Blood Sweat And Tears,spotify:track:6wrdOEEUufGoGshPplymxS,True,False,False,0.0,False,2014,nu metal,0.653,0.964,0.87,126.928,0.00316
2014-04-22 11:11:58+00:00,1129466889,"iOS 7.1 (iPhone6,2)",181250,DE,...to be loved,papa roach,To Be Loved: The Best Of Papa Roach,spotify:track:50kypkfAkqg0d2YXQwe7mt,True,False,False,0.0,False,2014,nu metal,,,,,
2014-04-22 11:14:42+00:00,1129466889,"iOS 7.1 (iPhone6,2)",165173,DE,under the knife,rise against,The Sufferer & The Witness,spotify:track:7l5z73k101hoX8oxfJR9Ha,True,False,False,0.0,False,2014,punk,,,,,
2014-04-22 11:17:43+00:00,1129466889,"iOS 7.1 (iPhone6,2)",180533,DE,dirty world,dope,No Regrets,spotify:track:7rDUgKnxwDlyWyPXGhQHrP,True,False,False,0.0,False,2014,industrial metal,,,,,
2014-04-22 20:01:08+00:00,1129466889,"iOS 7.1 (iPhone6,2)",72700,DE,atemlos durch die nacht - bassflow main radio/video mix,helene fischer,Atemlos durch die Nacht,spotify:track:4TmZO0lCL1hOMjhr5wUowq,False,True,False,0.0,False,2014,schlager,,,,,
2014-04-22 20:20:21+00:00,1129466889,"iOS 7.1 (iPhone6,2)",61579,DE,come & get it,krewella,PLAY HARDER REMIX EP,spotify:track:2lKjHE4eSS4LAxan214Zpr,False,True,False,0.0,False,2014,edm,,,,,
2014-04-22 20:31:11+00:00,1129466889,"iOS 7.1 (iPhone6,2)",216880,DE,release,seeed,Music Monks,spotify:track:3m5DUc7VkQzzs0ndUy9sUZ,True,False,False,0.0,False,2014,german pop,,,,,
2014-04-22 20:34:36+00:00,1129466889,"iOS 7.1 (iPhone6,2)",205293,DE,schwule mädchen,fettes brot,Demotape,spotify:track:1ukS5fjqTe7TAEMQ5uBUWC,True,False,False,0.0,False,2014,german pop,,,,,
2014-04-22 20:37:57+00:00,1129466889,"iOS 7.1 (iPhone6,2)",200480,DE,last resort,papa roach,To Be Loved: The Best Of Papa Roach,spotify:track:4V05j7HDUU2bZQwDOeIySh,True,False,False,0.0,False,2014,nu metal,0.589,0.89,0.692,90.598,0.000481
2014-04-22 20:42:22+00:00,1129466889,"iOS 7.1 (iPhone6,2)",264066,DE,moment of clarity,jay-z,The Black Album,spotify:track:6bUlshRLW7M36cAXRhWUzV,True,False,False,0.0,False,2014,hip hop,,,,,
